pei,date_nc,nc_notice_type,nc_violation_1,nc_violation_2,nc_violation_3
01C222C5A3234201B1EEDB6E77B86E01,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
22B20CF3F16347698056BBFFE06A900E,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
2A6F1C867BED42959BB2AF0F82788AF2,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
2C97D53673F148409CDDE602C0CD3144,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
50FF9A5A9AEB4189AD1AAF1653D3681D,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
5AF51AB9764F47FE9DC9A38049B77C0A,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
760B07F59A564EF6A721715C09A5FE37,2016-07-04T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
8D94AF5A85794326BFA5C2C3C302EB6F,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
8FF955EC1EAC4C40A69F38EA767A77A4,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
A8D3F337829D4C3BA8ED7B3F5A900BC9,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
CBBFE71BEE8549628ABC6FA75E518605,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
CBEC62754AE6433FA6FD131240240401,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
F4F065D982D34BA188AB3A652B24C89F,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
FC58259B56FC4F2EAC1778D8265F64CF,2016-07-04T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
FDE2278AA79B49AD846E55CD3942592D,2016-07-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
31ACB99B447D4D039108C00E34AAF7F1,2016-07-05T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
760B07F59A564EF6A721715C09A5FE37,2016-07-05T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,Rehousing Plan - Not Cooperating,NA
F879DA0941684F7B8E6DE7095151889D,2016-07-05T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
07239F00ADDD4E4E8798E50FF550BBC4,2016-07-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
712F140751244D7987C85A7AA831E67C,2016-07-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
7D5B8C72FF7E4CA2BE67E517CE9416FB,2016-07-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rehousing Plan - Not Participating,NA,NA
97D4D4F3EBCD485C9D52FCBA07B0D76A,2016-07-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
EF68B6EEE3914C53933BF8B988862E6C,2016-07-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
F636FD4D0D6148778440A69512AD66F4,2016-07-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
F81D1AEDC2F043788C03EF63C1C02E41,2016-07-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
37DB8A810B294116B5A93A6CA6764EE7,2016-07-07T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
A62A272C5AB6406682A5BB98960EF4A3,2016-07-07T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,Rehousing Plan - Not Participating,NA
AEBE99647BB44571BE557592298E1E12,2016-07-07T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
C033F52F42BB40A893A23E0A7EBB5F28,2016-07-07T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
E8A433374D3F4646AC0F29077BCC8C23,2016-07-07T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
F73D5B415336493B81B080E972FA3699,2016-07-07T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
12DF9C3C9F5B47159DE027CBC8A3A0C3,2016-07-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
45B7EE60C94D43F1B83825AFEDE2D33B,2016-07-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
5417CBC39A3940749D1945DDE749D2D5,2016-07-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
5A56B3C0549846FFA2344832B4E862F8,2016-07-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
A8D3F337829D4C3BA8ED7B3F5A900BC9,2016-07-08T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
23CDD0C35A7B44F1ACF4C2E8A5EDA3E4,2016-07-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
41EFC22B276F4763B793ED4C2A3DAF4F,2016-07-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
6DF59F7EEEA34BF2AAE53D6135857FA9,2016-07-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
7D5B8C72FF7E4CA2BE67E517CE9416FB,2016-07-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
8C8A04A1F8C64DF2A50B1A4A604C11D2,2016-07-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
93BE75495E504B9E84E7EFCBB6180EEB,2016-07-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
E1DB550759DD4F29BBF277BF78BB1D6A,2016-07-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
12DF9C3C9F5B47159DE027CBC8A3A0C3,2016-07-10T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
23CDD0C35A7B44F1ACF4C2E8A5EDA3E4,2016-07-10T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
0153BE28455B443088E7ADA383F197FD,2016-07-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
0153BE28455B443088E7ADA383F197FD,2016-07-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
25F673A0638144A0A3749F95DFE2EF65,2016-07-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
582750C0FA274814BD1D6AE0F025EC66,2016-07-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
9EA83DB6675B4B8EB5DC7A75E5F3628F,2016-07-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
144BE515C26F4B46933012DD4BDAC9B0,2016-07-12T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
349A16430DE840C0A35EE9E8E515A5E8,2016-07-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
4DAD6D374483423F8E7C7986A4FB21CA,2016-07-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
6DF59F7EEEA34BF2AAE53D6135857FA9,2016-07-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
BE41A34B776140DEA09986D832EE1E7A,2016-07-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
C2FD774F3CFE4AC8A73E5A819F7E02B8,2016-07-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,Rehousing Plan - Not Cooperating
ECEAC40CC9B842D89861383E212C4A33,2016-07-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
589D2941F134498B948871F9AF5063B4,2016-07-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
69BB4B4A1C7748AFB54B013F6492BD48,2016-07-13T00:00:00Z,NFL - 9 - T (Termination / Eligibility),Rule Violation,NA,NA
9694BE4A568045EAB9D81B14671EADE7,2016-07-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
F5C3359A60DA4E07AC3BA871539898CF,2016-07-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
66AA886ED6B5499C96C2AE929075ADB7,2016-07-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
7D5C5BDA2EAD451DB2617347D79A4823,2016-07-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
822F37D5AB7D4231A469ADC9A68D2F4A,2016-07-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
F613214CCDCF4581BB8C81522CD3DB95,2016-07-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
F73D5B415336493B81B080E972FA3699,2016-07-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
6FBCC237FF3D486BB80EB9BEB6C37E57,2016-07-15T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
ADB9B83E089246C59A8F900AA8413983,2016-07-15T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
AFA0507E7E4141A2B008320F51752695,2016-07-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
C6E22C91A98042B9BBD3F564F504813E,2016-07-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
D3F0D1B7DD6F42A0BDC0D3BBEF75063C,2016-07-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
D604338584E642CE93C57D14AE5342D6,2016-07-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
1FBF73E30B074C87A722C3C5D940256A,2016-07-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
3F8D0F1A3C2B4DFAB33C6512F6E550E9,2016-07-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
698968176D844126A6C1FEC08D6AE930,2016-07-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
BBBF2EFFE38C44EA9FA50EA2DF77299C,2016-07-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
D3F0D1B7DD6F42A0BDC0D3BBEF75063C,2016-07-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
F32B5CF69F584EEDA260845517CB0851,2016-07-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
0E18D2633C4243F2850BA46E217296CA,2016-07-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Health & Safety,NA
1FBF73E30B074C87A722C3C5D940256A,2016-07-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
3F8D0F1A3C2B4DFAB33C6512F6E550E9,2016-07-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
9694BE4A568045EAB9D81B14671EADE7,2016-07-17T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
0C7368D23CD34C49B55246A3C34EE3FA,2016-07-18T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
2891A27EAA2345E9B401ACE6BA4B8B3D,2016-07-18T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
3F8D0F1A3C2B4DFAB33C6512F6E550E9,2016-07-18T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
41D1CFCAC959484BA9B03C0DF244F03F,2016-07-18T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
865E7EF1EFDE4695A9B35EEED1BB4072,2016-07-18T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
9694BE4A568045EAB9D81B14671EADE7,2016-07-18T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
AAABB55E87944B198604A6C806A27ABE,2016-07-18T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
DC136A10312940F7962FBF726D21522A,2016-07-18T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
37F5622162A241F5B849B5FEB4A6D531,2016-07-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rehousing Plan - Not Cooperating,NA,NA
41D1CFCAC959484BA9B03C0DF244F03F,2016-07-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
5CCE7FA89C534997922F7E03ADD78F53,2016-07-19T00:00:00Z,NFL - ST (Shelter Termination),Rehousing Plan - Not Cooperating,NA,NA
7421A04929224739909DF310BACCAB23,2016-07-19T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
88AA5A86A16E40E589203BA9CD27055E,2016-07-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
9694BE4A568045EAB9D81B14671EADE7,2016-07-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
AC971B09E0644496B77D1267CB2D850A,2016-07-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
ECEAC40CC9B842D89861383E212C4A33,2016-07-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Cooperating,NA
FBD4CBCB5E5E42B3B1AA4A0D69C19080,2016-07-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
1D472D59700147BA91C5E09553023D8E,2016-07-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
41D1CFCAC959484BA9B03C0DF244F03F,2016-07-20T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
509C7ADD53C54070907EAFA230077D9E,2016-07-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rehousing Plan - Not Cooperating,NA,NA
88AA5A86A16E40E589203BA9CD27055E,2016-07-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
8C8A04A1F8C64DF2A50B1A4A604C11D2,2016-07-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
AAABB55E87944B198604A6C806A27ABE,2016-07-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
BAFA67F6EB8C42558C54EF12FAF2A7A4,2016-07-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
0516B8FFEE714E11BC99DDA276CF7B45,2016-07-21T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
8067B893380D42CA82ACB6EFBF5E2D6F,2016-07-21T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
88AA5A86A16E40E589203BA9CD27055E,2016-07-21T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
8D5B544475AD4CFAB515019AB1D2263B,2016-07-21T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
8D5B544475AD4CFAB515019AB1D2263B,2016-07-21T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
F636FD4D0D6148778440A69512AD66F4,2016-07-21T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
07AAF948CB2C405EA9395E9110F8ACB7,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
131C09E3EAD04870986FFA32AA222506,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
811A411465DB4CCCB9F001C15652CD00,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
AEF32527337B4AE08DF5EDB8FCA8D9B0,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
AF669AC435D34CAA91AA208D0545F3DD,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
B08B63FC77A8489EB2109D4C2B79590C,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
C94FC8D5A9EA402383C355BEDA7E7829,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
E328AA1989D1464C9DC602DCC72CEF11,2016-07-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Health & Safety,NA,NA
5DC37FB75FFB4D2F88DEB4AE56EA5F4D,2016-07-23T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
95594B93ACD74A08BC07528AE8598ED0,2016-07-23T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
95594B93ACD74A08BC07528AE8598ED0,2016-07-23T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
96BC174DDDA246F5A4002138829B84A5,2016-07-23T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
9EA83DB6675B4B8EB5DC7A75E5F3628F,2016-07-23T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
BF9477B054CE4948833E1CF1845B43B8,2016-07-23T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
CDC603D7807B47699F1DE079CD178DF0,2016-07-23T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
17D4838E94264F3A9D901774DC0ACFE4,2016-07-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
510775B191D34CEA933F82AF435FC07F,2016-07-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
589D2941F134498B948871F9AF5063B4,2016-07-24T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
6C786BDE72824F158FB959B1FF376E9D,2016-07-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
9EA83DB6675B4B8EB5DC7A75E5F3628F,2016-07-24T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
B7E69AD964F146849BC92F9AFA1BD7A2,2016-07-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
CDC603D7807B47699F1DE079CD178DF0,2016-07-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
0E87A2547E1B4D93800C6932E6856FD0,2016-07-25T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
3156C8B83E644B49A87DFCC1E7ADCF11,2016-07-25T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
7EA7A439F1294CF7B976FA15A01242BA,2016-07-25T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
8D94AF5A85794326BFA5C2C3C302EB6F,2016-07-25T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
3156C8B83E644B49A87DFCC1E7ADCF11,2016-07-26T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
91E0765047AB4BEC8AFE2F7E049775D1,2016-07-26T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
CFD3DB26AFC544FA9D8D42B1AE2C98EC,2016-07-26T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rehousing Plan - Not Cooperating,NA,NA
3156C8B83E644B49A87DFCC1E7ADCF11,2016-07-27T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
B71556FC9CFA47CC983CE86C1AF5AB87,2016-07-27T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
C9A1571021BE4C19A46450C9CE6F4A13,2016-07-27T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,Rehousing Plan - Not Participating,NA
351F16B23A6F4647959253A9F5859841,2016-07-28T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
64ACEEE576794BB5A413BD6517380811,2016-07-28T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
B71556FC9CFA47CC983CE86C1AF5AB87,2016-07-28T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
EFF1C26D27C748148ED2B6B4A1A8BA39,2016-07-28T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rehousing Plan - Not Participating,Rehousing Plan - Not Cooperating,NA
0F72729835CC428193956C98CDADB17E,2016-07-29T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
16EB37284A8D46F1B17C08428E31DF0A,2016-07-29T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
26A4EB30D6B24D2D8D9A6B95AE1F37F4,2016-07-29T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
760B07F59A564EF6A721715C09A5FE37,2016-07-29T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
8FD6C185CE9746E9B3ACAAAA7CE46F50,2016-07-29T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
B71556FC9CFA47CC983CE86C1AF5AB87,2016-07-29T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
16EB37284A8D46F1B17C08428E31DF0A,2016-07-30T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
233940A9314345039B09B48B0E3B42B8,2016-07-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
6FDFFF9715244840A237F1D7EDB60AB3,2016-07-30T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
7BDCD84F46264578B7C36172AAD4728D,2016-07-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
8DF68B701D554B42927D6CF29CF4E196,2016-07-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
A90179B7A3DC4FDABD37EE94A73DB7B3,2016-07-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
CF7DABACE26A49BBA688960DA1BACFBC,2016-07-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
D604338584E642CE93C57D14AE5342D6,2016-07-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
09E6E4002DCA47A0986A7D93278C6815,2016-07-31T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
6C66541615E743E491EF35C2A4121B31,2016-07-31T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
C4917B62B3164B25878DDCBC2F826512,2016-07-31T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
D604338584E642CE93C57D14AE5342D6,2016-07-31T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
FBDD9F96305945B5AE52F67D4DB8FD0A,2016-07-31T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
06DCF577FFF54800995E8DBBF99D939B,2016-08-01T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
14D157E7CEBA4F3996A6189A1E984894,2016-08-01T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
5C21A5752B8145E0B19DF50752A372B8,2016-08-01T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
A0F74D84C508477C9699A37F2B212EA7,2016-08-01T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
